"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://cilium.io/static/ad2ad0094445e8f931d524af86169666/90381/cover.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","46555","46555","46555","18.142","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.281","","","","","","1.1","","","","","","https://cilium.io/static/ad2ad0094445e8f931d524af86169666/90381/cover.png","2025-08-10 15:38:59"
"https://cilium.io/use-cases/egress-gateway/","text/html; charset=UTF-8","200","OK","Indexable","","Egress Gateway","14","142","Enhancing network security and traffic control exiting Kubernetes environments","78","504","","0","Egress Gateway","14","","0","Integrating Unpredictable IPs","29","Who’s using Cilium’s Egress Gateway?","36","","","","https://cilium.io/use-cases/egress-gateway/","","","","","","276351","63035","63035","24.564","","528","81","6.519","44.478","Hard","2.197","1","2","","3","3","0","4.290","64","25","0","15","12","0","","","","","9f6691ccb87b32a5fba01373caea5ee0","1.345","","","","","","1.1","","","","","","https://cilium.io/use-cases/egress-gateway/","2025-08-10 15:38:58"
"https://cilium.io/static/datadog-5049c32dd99f5dcc4f67429d3bd0e3c0.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2187","2187","2187","0.852","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.087","","","","","","1.1","","","","","","https://cilium.io/static/datadog-5049c32dd99f5dcc4f67429d3bd0e3c0.svg","2025-08-10 15:38:59"
"https://cilium.io/static/5f70285e7b06e6e9bb7060c43eaee763/37319/cover.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","22441","22441","22441","8.745","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.318","","","","","","1.1","","","","","","https://cilium.io/static/5f70285e7b06e6e9bb7060c43eaee763/37319/cover.png","2025-08-10 15:38:59"
"https://cilium.io/use-cases/bandwidth-optimization/","text/html; charset=UTF-8","200","OK","Indexable","","Bandwidth and Latency Optimization","34","326","Simple and intuitive network performance optimization","53","348","","0","Bandwidth and Latency Optimization","34","","0","Offering Latency and throughput improvements while controlling pod network contention","85","Learn More About Cilium’s Big TCP Feature","41","","","","https://cilium.io/use-cases/bandwidth-optimization/","","","","","","276544","64146","64146","24.997","","471","72","6.542","50.394","Fairly Hard","2.025","1","2","","5","5","0","7.140","63","24","0","14","11","0","","","","","4c01f7acca0fe8c26a2fda6ae8daaff8","1.378","","","","","","1.1","","","","","","https://cilium.io/use-cases/bandwidth-optimization/","2025-08-10 15:38:59"
"https://docs.cilium.io/en/stable/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Welcome to Cilium’s documentation! — Cilium 1.18.0 documentation","64","606","","0","0","","0","Welcome to Cilium’s documentation!","35","","0","","0","","0","","","","https://docs.cilium.io/en/stable/index.html","https://docs.cilium.io/en/stable/overview/intro/","","","","","66422","10723","10723","4.179","","1440","375","3.840","63.700","Normal","15.327","1","2","","229","69","0","98.570","411","195","0","6","6","0","","","","","2570cae20e7c11098fb3c96071b57416","0.073","Tue, 29 Jul 2025 13:00:59 GMT","","","","en","1.1","","","","","","https://docs.cilium.io/en/stable/","2025-08-10 15:39:02"
"https://cilium.io/industries/telcos-datacenters/","text/html; charset=UTF-8","200","OK","Indexable","","Telcos and Data Center Operators","32","298","Simplify your Telco and data center networks, comply with regulatory requirements, and ease your cloud native journey with Cilium.","130","830","","0","Telcos and Data Center Operators","32","","0","Simplify Integration Between Kubernetes Environments and Existing Network Infrastructure With CIlium’s BGP","106","Future-proof Operations with Cilium’s Dual Stack IPv4/IPv6 and NAT46/64 Support","79","","","","https://cilium.io/industries/telcos-datacenters/","","","","","","292674","61614","61614","24.010","","754","107","7.047","43.498","Hard","2.826","1","2","","126","63","0","90.000","64","27","0","21","16","0","","","","","ae2a2d29a51531e344ad108dfa8c9bfd","1.416","","","","","","1.1","","","","","","https://cilium.io/industries/telcos-datacenters/","2025-08-10 15:39:00"
"https://cilium.io/static/weekly-introduction-4ff867e836064666ef9792a7316ad55e.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1411","1411","1411","0.550","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.079","","","","","","1.1","","","","","","https://cilium.io/static/weekly-introduction-4ff867e836064666ef9792a7316ad55e.svg","2025-08-10 15:39:01"
"https://cilium.io/blog/","text/html; charset=UTF-8","200","OK","Indexable","","Blog — Cilium","13","122","The latest articles covering eBPF-based Networking, Observability, and Security","79","502","","0","","0","","0","Popular posts","13","All posts","9","","","","https://cilium.io/blog/","","","","","","317391","55334","55334","21.563","","443","91","4.868","41.097","Hard","1.604","1","1","","191","63","0","90.000","77","37","0","22","16","0","","","","","f57148022e6a355e89953eac64555da9","1.130","","","","","","1.1","","","","","","https://cilium.io/blog/","2025-08-10 15:39:02"
"https://cilium.io/use-cases/protocol-visibility/","text/html; charset=UTF-8","200","OK","Indexable","","Advanced Network Protocol Visibility","36","326","Insights into workload communication at the protocol level","58","370","","0","Advanced Network Protocol Visibility","36","","0","How can I understand my workload’s communication at the protocol level?","71","Who’s using Cilium’s for Advanced Network Protocol Visibility?","62","","","","https://cilium.io/use-cases/protocol-visibility/","","","","","","275665","62978","62978","24.541","","515","77","6.688","50.395","Fairly Hard","2.122","1","2","","2","2","0","2.860","63","24","0","16","13","0","","","","","281cb7defe58094d0f91efa064be07c4","1.096","","","","","","1.1","","","","","","https://cilium.io/use-cases/protocol-visibility/","2025-08-10 15:39:02"
"https://cilium.io/industries/consulting/","text/html; charset=UTF-8","200","OK","Indexable","","Consulting","10","95","Discover how consulting companies leverage Cilium to deliver solutions for a wide range of clients","98","618","","0","Consulting","10","","0","Easily Integrate With Customer's Infrastructure.","48","Visibility Into Customers Infrastructure Across Clouds, Clusters, and Premises, Independent of The Underlying Platform","118","","","","https://cilium.io/industries/consulting/","","","","","","330082","77058","77058","30.028","","642","96","6.688","40.730","Hard","2.548","1","2","","126","63","0","90.000","61","24","0","23","18","0","","","","","c7729b06b830dcba4e3f870b4557d2d","0.284","","","","","","1.1","","","","","","https://cilium.io/industries/consulting/","2025-08-10 15:39:04"
"https://cilium.io/static/slack-c41494e8ea3e5e56faba3d75c855f1cb.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","756","756","756","0.295","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.077","","","","","","1.1","","","","","","https://cilium.io/static/slack-c41494e8ea3e5e56faba3d75c855f1cb.svg","2025-08-10 15:39:04"
"https://cilium.io/static/wso2-9af9566c289a7f12bc4754997a76be20.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1265","1265","1265","0.493","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.013","","","","","","1.1","","","","","","https://cilium.io/static/wso2-9af9566c289a7f12bc4754997a76be20.svg","2025-08-10 15:39:04"
"https://cilium.io/static/trip-com-d1f975928514ada9ee86350c5bf38f14.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.440","","","","","","1.1","","","","","","https://cilium.io/static/trip-com-d1f975928514ada9ee86350c5bf38f14.svg","2025-08-10 15:39:05"
"https://slack.cilium.io/","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","64","64","64","0.025","","0","","","","","0.000","1","0","","174","69","0","98.570","0","0","0","0","0","0","","","","","","0.878","","https://isogo.to/cilium_slack","HTTP Redirect","","","1.1","","","","","","https://slack.cilium.io/","2025-08-10 15:39:04"
"https://cilium.io/labs/","text/html; charset=UTF-8","200","OK","Indexable","","Cilium - Interactive Tutorials & Learning Labs","46","394","Hands on environments teaching how Cilium, Hubble, and Tetragon are used for networking, observability, and security","116","753","","0","Learn about Cilium with interactive courses","43","","0","Advanced BGP Features","21","Advanced Gateway API Use Cases","30","","","","https://cilium.io/labs/","","","","","","308026","55389","55389","21.584","","1236","173","7.145","56.804","Fairly Hard","3.394","1","1","","9","8","0","11.430","68","30","0","27","24","0","","","","","92732d4d9cabeefa572ae53024b53942","1.337","","","","","","1.1","","","","","","https://cilium.io/labs/","2025-08-10 15:39:05"
"https://cilium.io/use-cases/service-map/","text/html; charset=UTF-8","200","OK","Indexable","","Service Map","11","109","Detailed visibility into the communication and behavior of your workloads","73","462","","0","Service Map","11","","0","How can I gain detailed visibility into the communication and behavior of my workloads?","87","Who’s using Cilium’s Hubble?","28","","","","https://cilium.io/use-cases/service-map/","","","","","","319093","95128","95128","37.070","","646","90","7.178","55.756","Fairly Hard","2.412","1","2","","3","3","0","4.290","63","24","0","17","14","0","","","","","33ac52e24147e89b0379cd80fba3e8f1","1.217","","","","","","1.1","","","","","","https://cilium.io/use-cases/service-map/","2025-08-10 15:39:05"
"https://cilium.io/enterprise/","text/html; charset=UTF-8","200","OK","Indexable","","Cilium - Cloud Native, eBPF-based Networking, Observability, and Security","73","648","Learn how to get enterprise level support and training for Cilium from different vendors in the ecosystem","105","660","","0","Cilium Enterprise Distributions & Training","42","","0","Distributions & Support","23","Training","8","","","","https://cilium.io/enterprise/","","","","","","315598","71105","71105","27.708","","262","47","5.574","47.799","Hard","1.393","1","1","","200","69","0","98.570","61","24","0","25","21","0","","","","","239335da44b13b80355db461f39974cd","0.850","","","","","","1.1","","","","","","https://cilium.io/enterprise/","2025-08-10 15:39:06"
"https://cilium.io/newsletter/","text/html; charset=UTF-8","200","OK","Indexable","","Subscribe to bi-weekly eCHO News","32","309","If you want to keep up on the latest in cloud native networking, observability, and security this is your source","112","680","","0","Subscribe to bi-weekly eCHO News","32","","0","","0","","0","","","","https://cilium.io/newsletter/","","","","","","327992","54550","54550","21.257","","634","202","3.139","85.823","Easy","1.820","1","1","","127","63","0","90.000","62","26","0","102","99","0","","","","","5a2482d6e879d5968d5fe7e9f53b5384","1.169","","","","","","1.1","","","","","","https://cilium.io/newsletter/","2025-08-10 15:39:05"
"https://cilium.io/industries/software/","text/html; charset=UTF-8","200","OK","Indexable","","SaaS, Software, and  DBaaS","26","242","Discover how SaaS, software, and DBaaS companies leverage cilium to meet the challenges of modern software deployment head-on.","126","851","","0","SaaS, Software, and DBaaS","25","","0","Align with DevOps and GitOps Principles","39","Streamline Onboarding New Applications and Teams and Accelerate Debugging with Hubble's Service Map","99","","","","https://cilium.io/industries/software/","","","","","","335511","80561","80561","31.393","","910","128","7.109","40.552","Hard","3.243","1","2","","126","63","0","90.000","61","24","0","24","18","0","","","","","91afcfa96d53e0413eec4778400ae2a8","1.396","","","","","","1.1","","","","","","https://cilium.io/industries/software/","2025-08-10 15:39:06"
"https://cilium.io/use-cases/gateway-api/","text/html; charset=UTF-8","200","OK","Indexable","","Gateway API","11","114","Robust Kubernetes Ingress for traffic management","48","323","","0","Gateway API","11","","0","Evolving Past Ingress","21","Want to Learn More?","19","","","","https://cilium.io/use-cases/gateway-api/","","","","","","260056","51474","51474","20.059","","493","74","6.662","43.915","Hard","2.090","1","2","","2","2","0","2.860","63","24","0","14","11","0","","","","","54a442ce14e76c17fc5083eaaf172d7e","0.532","","","","","","1.1","","","","","","https://cilium.io/use-cases/gateway-api/","2025-08-10 15:39:07"
"https://cilium.io/static/github-6176d1aa7836bc99d7dffc9196467ea6.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","608","608","608","0.237","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.298","","","","","","1.1","","","","","","https://cilium.io/static/github-6176d1aa7836bc99d7dffc9196467ea6.svg","2025-08-10 15:39:07"
"https://cilium.io/use-cases/load-balancer/","text/html; charset=UTF-8","200","OK","Indexable","","Layer 4 Load Balancer","21","196","High performance load balancing with low overhead","49","330","","0","Layer 4 Load Balancer","21","","0","How can I implement efficient L4 load balancing with low overhead and cost?","75","Who’s using Cilium for Layer 4 Load Balancing?","46","","","","https://cilium.io/use-cases/load-balancer/","","","","","","271238","56163","56163","21.886","","554","80","6.925","62.827","Normal","2.177","1","2","","3","3","0","4.290","64","25","0","16","13","0","","","","","f016045ff6e48c81aa785ff1b34a1ebd","1.150","","","","","","1.1","","","","","","https://cilium.io/use-cases/load-balancer/","2025-08-10 15:39:07"
"https://cilium.io/static/c997f623fd9c3e36ee7567907f665a66/eae98/ogimage.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","52607","52607","52607","20.500","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.262","","","","","","1.1","","","","","","https://cilium.io/static/c997f623fd9c3e36ee7567907f665a66/eae98/ogimage.jpg","2025-08-10 15:39:08"
"https://cilium.io/use-cases/kube-proxy/","text/html; charset=UTF-8","200","OK","Indexable","","Kube-proxy Replacement","22","220","Enhanced networking speed and efficiency for your Kubernetes clusters","69","454","","0","Kube-proxy Replacement","22","","0","Liberating Kubernetes From kube-proxy and IPtables","50","Who’s using Cilium’s kube-proxy replacement?","44","","","","https://cilium.io/use-cases/kube-proxy/","","","","","","323914","85987","85987","33.508","","631","92","6.859","50.650","Fairly Hard","2.426","1","2","","2","2","0","2.860","64","25","0","19","16","0","","","","","7afbc3c36bc98bf21ec8dfce480a987d","0.535","","","","","","1.1","","","","","","https://cilium.io/use-cases/kube-proxy/","2025-08-10 15:39:09"
"https://cilium.io/static/post-finance-7a5395eb6bd18b764ee4b6b69d687feb.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.280","","","","","","1.1","","","","","","https://cilium.io/static/post-finance-7a5395eb6bd18b764ee4b6b69d687feb.svg","2025-08-10 15:39:09"
"https://cilium.io/static/background-sm-c2df910828165224fa9580e8112dd65f.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.256","","","","","","1.1","","","","","","https://cilium.io/static/background-sm-c2df910828165224fa9580e8112dd65f.svg","2025-08-10 15:39:09"
"https://cilium.io/data/tetragon-logos.zip","application/zip","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","1","","1","1","0","1.430","0","0","0","0","0","0","","","","","","1.292","","","","","","1.1","","","","","","https://cilium.io/data/tetragon-logos.zip","2025-08-10 15:39:10"
"https://cilium.io/data/cilium-logos.zip","application/zip","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","1","","1","1","0","1.430","0","0","0","0","0","0","","","","","","1.280","","","","","","1.1","","","","","","https://cilium.io/data/cilium-logos.zip","2025-08-10 15:39:10"
"https://cilium.io/labs/categories/security/","text/html; charset=UTF-8","200","OK","Indexable","","Cilium - Interactive Tutorials & Learning Labs","46","394","Hands on environments teaching how Cilium, Hubble, and Tetragon are used for networking, observability, and security","116","753","","0","Learn about Cilium with interactive courses","43","","0","Cilium Host Firewall","20","Cilium Transparent Encryption with IPSec and WireGuard","54","","","","https://cilium.io/labs/categories/security/","","","","","","266132","51670","51670","20.135","","387","59","6.559","57.428","Fairly Hard","1.654","2","3","","5","5","0","7.140","64","28","0","18","15","0","","","","","233f4ac5257cc7c8ac8ef219b865ea3a","1.363","","","","","","1.1","","","","","","https://cilium.io/labs/categories/security/","2025-08-10 15:39:10"
"https://cilium.io/static/3e0496bc5b04ae5377cd01497f41be02/c7e10/cover.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","3625","3625","3625","1.413","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.324","","","","","","1.1","","","","","","https://cilium.io/static/3e0496bc5b04ae5377cd01497f41be02/c7e10/cover.png","2025-08-10 15:39:11"
"https://cilium.io/static/430bec7507a7a2692f9cd49afce04c0e/c7e10/cover.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","3572","3572","3572","1.392","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.298","","","","","","1.1","","","","","","https://cilium.io/static/430bec7507a7a2692f9cd49afce04c0e/c7e10/cover.png","2025-08-10 15:39:12"
"https://cilium.io/labs/categories/observability/","text/html; charset=UTF-8","200","OK","Indexable","","Cilium - Interactive Tutorials & Learning Labs","46","394","Hands on environments teaching how Cilium, Hubble, and Tetragon are used for networking, observability, and security","116","753","","0","Learn about Cilium with interactive courses","43","","0","Golden Signals with Hubble and Grafana","38","Want to add your lab to the list? Submit a PR here","50","","","","https://cilium.io/labs/categories/observability/","","","","","","256982","50582","50582","19.711","","166","22","7.545","51.891","Fairly Hard","1.088","2","3","","5","5","0","7.140","64","28","0","16","13","0","","","","","333187c2e4458e94ce94bc113a3e77dc","1.439","","","","","","1.1","","","","","","https://cilium.io/labs/categories/observability/","2025-08-10 15:39:11"
"https://cilium.io/static/3630128a9c3156116c78b9f6ea3a08a9/c5633/cover.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16949","16949","16949","6.605","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.227","","","","","","1.1","","","","","","https://cilium.io/static/3630128a9c3156116c78b9f6ea3a08a9/c5633/cover.jpg","2025-08-10 15:39:12"
"https://cilium.io/static/30670272917d7931ca8937308dc9d79a/c5633/cover.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","26201","26201","26201","10.210","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.236","","","","","","1.1","","","","","","https://cilium.io/static/30670272917d7931ca8937308dc9d79a/c5633/cover.jpg","2025-08-10 15:39:12"
"https://cilium.io/static/c097675bff40b447deafeadcc5d5e9ec/c7e10/cover.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4077","4077","4077","1.589","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.018","","","","","","1.1","","","","","","https://cilium.io/static/c097675bff40b447deafeadcc5d5e9ec/c7e10/cover.png","2025-08-10 15:39:13"
"https://cilium.io/static/e784cda1b62b3b1cd11be02da3b8157a/c5633/cover.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","28214","28214","28214","10.995","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.026","","","","","","1.1","","","","","","https://cilium.io/static/e784cda1b62b3b1cd11be02da3b8157a/c5633/cover.jpg","2025-08-10 15:39:13"
"https://cilium.io/labs/categories/networking/","text/html; charset=UTF-8","200","OK","Indexable","","Cilium - Interactive Tutorials & Learning Labs","46","394","Hands on environments teaching how Cilium, Hubble, and Tetragon are used for networking, observability, and security","116","753","","0","Learn about Cilium with interactive courses","43","","0","Advanced BGP Features","21","Advanced Gateway API Use Cases","30","","","","https://cilium.io/labs/categories/networking/","","","","","","308042","55712","55712","21.710","","1231","176","6.994","55.345","Fairly Hard","3.407","2","3","","6","5","0","7.140","67","29","0","27","24","0","","","","","92d3e55b549dee8adb02cd6ba2ee6085","1.390","","","","","","1.1","","","","","","https://cilium.io/labs/categories/networking/","2025-08-10 15:39:13"
"https://cilium.io/static/network-3-77246c389ada58634f393e72378d6913.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","28080","28080","28080","10.942","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.151","","","","","","1.1","","","","","","https://cilium.io/static/network-3-77246c389ada58634f393e72378d6913.png","2025-08-10 15:39:15"
"https://cilium.io/static/documentation-15fe146534f7f3e1d01662229e202dc2.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","572","572","572","0.223","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.085","","","","","","1.1","","","","","","https://cilium.io/static/documentation-15fe146534f7f3e1d01662229e202dc2.svg","2025-08-10 15:39:15"
"https://cilium.io/static/security-bee-3fd9b1a4a2db403fc9c14d9667b3056e.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","140943","140943","140943","54.923","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.129","","","","","","1.1","","","","","","https://cilium.io/static/security-bee-3fd9b1a4a2db403fc9c14d9667b3056e.png","2025-08-10 15:39:15"
"https://cilium.io/static/network-1-be28df00e349ac7b1a21d5d2d0e5327e.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","55800","55800","55800","21.744","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.170","","","","","","1.1","","","","","","https://cilium.io/static/network-1-be28df00e349ac7b1a21d5d2d0e5327e.png","2025-08-10 15:39:15"
"https://cilium.io/static/network-2-628a29325eebc9a543a12380e9a79aac.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","106283","106283","106283","41.417","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.122","","","","","","1.1","","","","","","https://cilium.io/static/network-2-628a29325eebc9a543a12380e9a79aac.png","2025-08-10 15:39:16"
"https://cilium.io/static/slack-with-back-9f31905385dd1bab4c5be6a6e67a4f00.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","928","928","928","0.362","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.080","","","","","","1.1","","","","","","https://cilium.io/static/slack-with-back-9f31905385dd1bab4c5be6a6e67a4f00.svg","2025-08-10 15:39:16"
"https://cilium.io/static/help-43d06a479927a0fd6ab39465dae60b06.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","645","645","645","0.251","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.221","","","","","","1.1","","","","","","https://cilium.io/static/help-43d06a479927a0fd6ab39465dae60b06.svg","2025-08-10 15:39:16"
"https://cilium.io/static/quotes-02744ec1813d2cb1812c1289506f9f51.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","995","995","995","0.388","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.892","","","","","","1.1","","","","","","https://cilium.io/static/quotes-02744ec1813d2cb1812c1289506f9f51.svg","2025-08-10 15:39:17"
"https://cilium.io/static/network-4-8e0cf83bff9f8696b0ca50c5a69bd922.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","38081","38081","38081","14.840","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.158","","","","","","1.1","","","","","","https://cilium.io/static/network-4-8e0cf83bff9f8696b0ca50c5a69bd922.png","2025-08-10 15:39:17"
"https://docs.cilium.io/en/stable/gettingstarted/k8s-install-default/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Cilium Quick Installation — Cilium 1.18.0 documentation","55","497","","0","0","","0","Cilium Quick Installation","26","","0","Create the Cluster","19","Install the Cilium CLI","23","","","","https://docs.cilium.io/en/stable/gettingstarted/k8s-install-default.html","https://docs.cilium.io/en/stable/gettingstarted/demo/","https://docs.cilium.io/en/stable/overview/component-overview/","","","","68593","14055","14055","5.477","","2324","582","3.993","49.927","Hard","28.081","2","4","","25","6","0","8.570","105","80","0","36","33","0","","","","","77a992f2ea3a338949db099c889ec9c5","0.106","Tue, 29 Jul 2025 13:01:01 GMT","","","","en","1.1","","","","","","https://docs.cilium.io/en/stable/gettingstarted/k8s-install-default/","2025-08-10 15:39:18"
"https://docs.cilium.io/en/latest/network/concepts/routing/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Routing — Cilium 1.19.0-dev documentation","41","386","","0","0","","0","Routing","8","","0","Encapsulation","14","Native-Routing","15","","","","https://docs.cilium.io/en/latest/network/concepts/routing.html","https://docs.cilium.io/en/latest/network/concepts/ipam/","https://docs.cilium.io/en/latest/network/concepts/","","","","43461","10010","10010","3.901","","1661","302","5.500","60.575","Normal","29.186","2","5","","39","2","0","2.860","123","76","0","8","8","0","","","","","4ca806b4fb2849d7d0fbfc50cee2aae2","0.960","Sat, 09 Aug 2025 00:02:40 GMT","","","","en","1.1","","","","","","https://docs.cilium.io/en/latest/network/concepts/routing/","2025-08-10 15:39:18"
"https://docs.cilium.io/en/latest/installation/cni-chaining-aws-cni/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","AWS VPC CNI plugin — Cilium 1.19.0-dev documentation","52","501","","0","0","","0","AWS VPC CNI plugin","19","","0","Setting up a cluster on AWS","28","Restart existing pods","22","","","","https://docs.cilium.io/en/latest/installation/cni-chaining-aws-cni.html","https://docs.cilium.io/en/latest/installation/cni-chaining-azure-cni/","https://docs.cilium.io/en/latest/installation/cni-chaining/","","","","50854","11322","11322","4.412","","1418","380","3.732","56.757","Fairly Hard","28.470","2","4","","14","2","0","2.860","108","88","0","17","16","0","","","","","92ec7ccc5d9b049257b3728882de2563","0.489","Sat, 09 Aug 2025 00:02:39 GMT","","","","en","1.1","","","","","","https://docs.cilium.io/en/latest/installation/cni-chaining-aws-cni/","2025-08-10 15:39:18"
